,Screening,Title,Abstract,Keywords
648,excluded,"A global assessment of holistic planned grazing (tm) compared with season-long, continuous grazing: meta-analysis findings","It has been claimed that Holistic Planned Grazing (TM) (HPG), a type of rotational grazing, can increase productivity in rangelands and reverse climate change while doubling the stocking rate, mainly through the impact of densely bunched animals on primary production. Previous reviews have found similar or greater plant and animal production in continuous (season-long) compared with rotational grazing. Here season-long continuous grazing is compared with HPG alone to explore the evidence for animal impact. Three quantitative meta-analysis models were used to assess data sets from literature between 1972 and 2016. Weighted mean differences (effect sizes) between HPG and continuous grazing showed that there was no difference in plant basal cover, plant biomass and animal gain responses (p > 0.05). Thus, from the balance of studies, if animal impact is occurring during HPG, it has no effect on production. As interesting as the overall result is the significant between-study heterogeneity assessed using Cochran's Q (p = 0.007 to < 0.0001). Studies with positive effect sizes tended to have higher precipitation (p < 0.05), suggesting that only some rangelands have the resources to support HPG. Furthermore, there is scope for investigating the impact of HPG on socio-ecological aspects of rangelands, such as management.",animal density; aridity index; biodiversity; Holistic Planned Grazing (TM); rotational grazing
649,excluded,Comparisons between oral anticoagulants among older nonvalvular atrial fibrillation patients,"OBJECTIVES Older adult patients are underrepresented in clinical trials comparing non-vitamin K antagonist oral anticoagulants (NOACs) and warfarin. This subgroup analysis of the ARISTOPHANES study used multiple data sources to compare the risk of stroke/systemic embolism (SE) and major bleeding (MB) among very old patients with nonvalvular atrial fibrillation (NVAF) prescribed NOACs or warfarin. DESIGN Retrospective observational study. SETTING The Centers for Medicare & Medicaid Services and three US commercial claims databases. PARTICIPANTS A total of 88 582 very old (aged >= 80 y) NVAF patients newly initiating apixaban, dabigatran, rivaroxaban, or warfarin from January 1, 2013, to September 30, 2015. MEASUREMENTS In each database, six 1:1 propensity score matched (PSM) cohorts were created for each drug comparison. Patient cohorts were pooled from all four databases after PSM. Cox proportional hazards models were used to estimate hazard ratios (HRs) of stroke/SE and MB. RESULTS The patients in the six matched cohorts had a mean follow-up time of 7 to 9 months. Compared with warfarin, apixaban (HR = .58; 95% confidence interval [CI] = .49-.69), dabigatran (HR = .77; 95% CI = .60-.99), and rivaroxaban (HR = .74; 95% CI = .65-.85) were associated with lower risks of stroke/SE. For MB, apixaban (HR = .60; 95% CI = .54-.67) was associated with a lower risk; dabigatran (HR = .92; 95% CI = .78-1.07) was associated with a similar risk, and rivaroxaban (HR = 1.16; 95% CI = 1.07-1.24) was associated with a higher risk compared with warfarin. Apixaban was associated with a lower risk of stroke/SE and MB compared with dabigatran (stroke/SE: HR = .65; 95% CI = .47-.89; MB: HR = .60; 95% CI = .49-.73) and rivaroxaban (stroke/SE: HR = .72; 95% CI = .59-.86; MB: HR = .50; 95% CI = .45-.55). Dabigatran was associated with a lower risk of MB (HR = .77; 95% CI = .67-.90) compared with rivaroxaban. CONCLUSION Among very old NVAF patients, NOACs were associated with lower rates of stroke/SE and varying rates of MB compared with warfarin. J Am Geriatr Soc 67:1662-1671, 2019",oral anticoagulants; atrial fibrillation; stroke; major bleeding; older adults
650,included,Soil carbon stock change following afforestation in Northern Europe: a meta-analysis,"Northern Europe supports large soil organic carbon (SOC) pools and has been subjected to high frequency of land-use changes during the past decades. However, this region has not been well represented in previous large-scale syntheses of land-use change effects on SOC, especially regarding effects of afforestation. Therefore, we conducted a meta-analysis of SOC stock change following afforestation in Northern Europe. Response ratios were calculated for forest floors and mineral soils (0-10 cm and 0-20/30 cm layers) based on paired control (former land use) and afforested plots. We analyzed the influence of forest age, former land-use, forest type, and soil textural class. Three major improvements were incorporated in the meta-analysis: analysis of major interaction groups, evaluation of the influence of nonindependence between samples according to study design, and mass correction. Former land use was a major factor contributing to changes in SOC after afforestation. In former croplands, SOC change differed between soil layers and was significantly positive (20%) in the 0-10 cm layer. Afforestation of former grasslands had a small negative (nonsignificant) effect indicating limited SOC change following this land-use change within the region. Forest floors enhanced the positive effects of afforestation on SOC, especially with conifers. Meta-estimates calculated for the periods <30 years and >30 years since afforestation revealed a shift from initial loss to later gain of SOC. The interaction group analysis indicated that meta-estimates in former land-use, forest type, and soil textural class alone were either offset or enhanced when confounding effects among variable classes were considered. Furthermore, effect sizes were slightly overestimated if sample dependence was not accounted for and if no mass correction was performed. We conclude that significant SOC sequestration in Northern Europe occurs after afforestation of croplands and not grasslands, and changes are small within a 30-year perspective.",meta-analysis; climatic change. duff. flooring. organic matter in soil. reafforestation. reforestation.
651,excluded,Risk factors for post-ercp pancreatitis: a prospective multicenter study,"OBJECTIVES: Pancreatitis is the most common and serious complication of diagnostic and therapeutic ERCP. The aim of this study is to examine the potential patient- and procedure-related risk factors for post-ERCP pancreatitis in a prospective multicenter study. METHODS: A 160-variable database was prospectively collected by a defined protocol on patients undergoing diagnostic or therapeutic ERCP at 15 centers in the Midwest Pancreaticobiliary Group and participating in a randomized controlled study evaluating whether prophylactic corticosteroids will reduce the incidence of post-ERCP pancreatitis. Data were collected prior to the procedure, at the time of procedure, and 24-72 h after discharge. Post-ERCP pancreatitis was diagnosed and its severity graded according to consensus criteria. RESULTS: Of the 1,115 patients enrolled, diagnostic ERCP with or without sphincter of Oddi manometry (SOM) was performed in 536 (48.1%) and therapeutic ERCP in 579 (51.9%). Suspected sphincter of Oddi dysfunction (SOD) was the indication for the ERCP in 378 patients (33.9%). Pancreatitis developed in 168 patients (15.1%) and was graded mild in 112 (10%), moderate in 45 (4%), and severe in 11(1%). There was no difference in the incidence of pancreatitis or the frequency of investigated potential pancreatitis risk factors between the corticosteroid and placebo groups. By univariate analysis, the incidence of post-ERCP pancreatitis was significantly higher in 19 of 30 investigated variables. In the multivariate risk model, significant risk factors with adjusted odds ratios (OR) were: minor papilla sphincterotomy (OR: 3.8), suspected SOD (OR: 2.6), history of post-ERCP pancreatitis (OR: 2.0), age < 60 yr (OR: 1.6), >= 2 contrast injections into the pancreatic duct (OR: 1.5), and trainee involvement (OR: 1.5). Female gender, history of recurrent idiopathic pancreatitis, pancreas divisum, SOM, difficult cannulation, and major papilla sphincterotomy (either biliary or pancreatic) were not multivariate risk factors for post-ERCP pancreatitis. CONCLUSION: This study emphasizes the role of patient factors (age, SOD, prior history of post-ERCP pancreatitis) and technical factors (number of PD injections, minor papilla sphincterotomy, and operator experience) as the determining high-risk predictors for post-ERCP pancreatitis.",
652,included,Meta-analysis on atmospheric carbon capture in Spain through the use of conservation agriculture,Croplands with perennial tree rows,meta-analysis
653,excluded,Re-evaluation of the yield response to phosphorus fertilization based on meta-analyses of long-term field experiments,"Phosphorus (P) fertilizer recommendations in most European countries are based on plant-available soil P contents and long-term field experiments. Site-specific conditions are often neglected, resulting in excessive P fertilizer applications. P fertilization experiments including relevant site and soil parameters were evaluated in order to analyze the yield response. The database comprises about 2000 datasets from 30 field experiments from Germany and Austria. Statistical evaluations using a classification and regression tree approach, and multiple linear regression analysis indicate that besides plant-available soil P content, soil texture and soil organic matter content have a large influence on the effectiveness of P fertilization. This study methodology can be a basis for modification and specification of existing P fertilization recommendations and thus contribute to mitigate environmental impacts of P fertilization.",
654,excluded,A salutogenic interpretation of the ottawa charter,"Twenty years have passed since the philosophy and principals were formulated in the Ottawa Charter for health promotion. A critical reflection of the content and success of the Ottawa Charter was published before the IUHPE World Conference in Vancover in June 2007. This paper contextualizes and discusses Salutogenesis and Antonovsky in the development of health promotion practice and research and, further, relates the salutogenic concept Sense of Coherence (SOC) to the Ottawa Charter. An overview of the development of health promotion and the salutogenic theory of health is presented. In addition, this is illustrated in a new way using the metaphors of 'health in the river of life' and 'SOC in a life course perspective'. Health promotion, including the Ottawa charter, lacks a clear theoretical foundation. The results of a systematic review of salutogenic research are used to demonstrate how the salutogenic framework could support the philosophical and practical intentions of the OC. The salutogenic model contributes to the maintenance and development of health and quality of life (QoL), i.e. the process and outcome of the principles of the OC. The metaphor of the river and the life cycle are new ways of demonstrating the paradigm shift provided by the Salutogenesis and health promotion in relation to public health and medicine. The salutogenic theory is an important contribution to the theory base of health promotion research and practice.",
655,included,Regulation of soil CO2 and N2O emissions by cover crops: A meta-analysis,"Cover crops provide multiple agronomic and environmental benefits, such as enhanced soil carbon sequestration, aggregation, water infiltration, and reduced erosion and nutrient leaching compared with no cover crop. However, little is known regarding the effect of cover crop species, biomass quality and quantity, and method of residue placement on greenhouse gas (GHG) emissions. Using meta-analysis, this study examined the effect of cover crop species, quality and quantity of biomass, and residue management on response ratios (RRs) of cover crops to no cover crop on CO2 and N2O emissions following cash crops. All cover crop species increased CO2 emissions, but reduced N2O emissions compared with no cover crop, except legumes which increased N2O emissions. Cover crop biomass explained 63% of variability in increased CO2 emissions and 55% of variability in decreased N2O emissions. Both CO2 and N2O emissions decreased polynomially with increased cover crop biomass C/N ratio, with greater rate of decline for legumes than nonlegumes. Cover crop residue incorporated into the soil increased CO2 and N2O emissions compared with the residue placed at surface or removed from the soil. Cover crops emitted lower CO2 and N2O emissions than no cover crops in silty loam and sandy clay loam soils, respectively, compared to clay loam and silty clay loam soils. Both soil organic carbon and total nitrogen increased with cover crop compared to no cover crop. Although CO2 and N2O emissions varied with cover crop species, using legume and nonlegume cover crop mixture to enhance residue C/N ratio compared to legumes and placing the residue at the surface instead of incorporating into the soil can reduce GHG emissions. Because of enhanced soil C and N storage and other known benefits, improvement in soil health and environmental quality due to cover crop may outweigh CO2 emissions compared to no cover crop.",croplands
656,excluded,Hypertension treatment and control and risk of falls in older women,"BACKGROUND/OBJECTIVES A lower risk of falls is commonly cited as a reason to treat hypertension conservatively in older individuals. We examined the effect of hypertension treatment and control status and measured blood pressure (BP) level on the risk of falls in older women. DESIGN/SETTING Prospective cohort study. PARTICIPANTS A total of 5971 women (mean age 79 years; 50.4% white, 33.1% black, 16.5% Hispanic/Latina) enrolled in the Women's Health Initiative and Objective Physical Activity and Cardiovascular Health study. MEASUREMENTS BP was measured by trained nurses, and hypertension treatment was assessed by medication inventory. Participants mailed in monthly calendars to self-report falls for 1 year. RESULTS Overall, 70% of women had hypertension at baseline (53% treated and controlled, 12% treated and uncontrolled, 5% untreated). There were 2582 women (43%) who reported falls in the 1 year of surveillance. Compared with nonhypertensive women, when adjusted for fall risk factors and lower limb physical function, the incidence rate ratio (IRR) for falls was 0.82 (confidence interval [CI] = 0.74-0.92) in women with treated controlled hypertension (p = .0008) and 0.73 (CI = 0.62-0.87) in women with treated uncontrolled hypertension (p = .0004). Neither measured systolic nor diastolic BP was associated with falls in the overall cohort. In women treated with antihypertensive medication, higher diastolic BP was associated with a lower risk of falls in a model adjusted for fall risk factors (IRR = 0.993 per mm Hg; 95% CI = 0.987-1.000; p = .04). The only class of antihypertensive medication associated with an increased risk of falls compared with all other types of antihypertensive drugs was beta-blockers. CONCLUSION Women in this long-term research study with treated hypertension had a lower risk of falls compared with nonhypertensive women. Diastolic BP (but not systolic BP) is weakly associated with fall risk in women on antihypertensive treatment (<1% decrease in risk per mm Hg increase). J Am Geriatr Soc, 2019. J Am Geriatr Soc 67:726-733, 2019.",hypertension; blood pressure; falls; older adults; cohort study
657,excluded,Intensities of renal replacement therapy in acute kidney injury: a systematic review and meta-analysis,"Background and objectives: Clinical trials of the intensity of renal replacement therapy (RRT) for people with acute kidney injury (AKI) have produced conflicting results. A systematic review and meta-analysis was undertaken to assess the effect of different intensities of RRT on all-cause mortality and renal recovery in AKI patients. Design, setting, participants, & measurements: MEDLINE, EMBASE, and the Cochrane Library database were systematically searched for trials published between 1950 and 2009. Inclusion criteria were completed, prospective, adult-population, randomized controlled studies. Relative risks (RRs) and 95% confidence intervals (CIs) were calculated. Summary estimates of RR were obtained using a random effects model. Heterogeneity, metaregression, publication bias, and subgroup analyses were conducted. Results: Eight trials were identified that provided data on 3841 patients and 1808 deaths. More intense RRT (35 to 48 ml/kg per h or equivalent) had no overall effect on the risk of death (RR 0.89, 95% CI 0.76 to 1.04, P = 0.143) or recovery of renal function (RR 1.12, 95% CI 0.95 to 1.31, P = 0.181) compared with less-intensive regimens (20 to 25 ml/kg per h or equivalent). Significant heterogeneity was identified with contributing factors including publication year (P = 0.004) and Jadad score (P = 0.048). Conclusions: Within the intensity ranges studied, higher intensity RRT does not reduce mortality rates or improve renal recovery among patients with AKI. The results do not negate the importance of RRT intensity in the treatment of AKI patients but rather reinforce the need to better understand the effects of treatment modalities, doses, and timing in this varied, high-risk population. Clin J Am Soc Nephrol 5: 956-963, 2010. doi: 10.2215/CJN.09111209",
658,excluded,"Laboratory, field and airborne spectroscopy for monitoring organic carbon content in agricultural soils","The temporal evolution in Soil Organic Carbon (SOC) content is often used in estimations of greenhouse gas fluxes and is an important indicator of soil quality. Regional estimates of SOC changes can only be obtained by analyzing very large number of samples over large areas due to the strong spatial variability in SOC contents. Visible and Near Infrared Spectroscopy (VNIRS) provides an alternative to chemical analyses. The benefits of this technique include a reduction of the sampling processing time, an increase of the number of samples that can be analyzed within time and budget constraints and hence an improvement of the detection of small changes in SOC stocks for a given area. Carbon contents are predicted from spectra through Partial Least Square Regressions (PLSR). The performance of three different instrumental settings (laboratory, field and airborne spectroscopy) has been assessed and their relative advantages for soil monitoring studies have been outlined using the concept of Minimal Detectable Difference. It appears that ground-based spectrometers give Root Mean Square Errors of Cross-Validation similar to the limit of repeatability of a routine SOC analytical technique such as the Walkley and Black method (+/- 1 g C kg(-1)). The airborne spectrometer, despite its greater potential to cover large areas during a single flight campaign, has some difficulties to reach such values due to a lower Signal-to-Noise Ratio. Because of its statistical nature, the method and its potential rely on the stability of the calibrations obtained. It appears that calibrations are currently site-specific due to variation in soil type and surface condition. However, it is shown that PLSR can take into account both soil and spectral variation caused by different measuring campaigns and study areas. Further research is needed to develop regional spectral libraries in order to be able to use VNIRS as a robust analytical technique for precisely determining the SOC content and its spatial variation. (C) 2007 Elsevier B.V. All rights reserved.",
659,excluded,"Using meta-analyses to assess pedo-variability under different land uses and soil management in central Ohio, USA","The conflicting information on the impacts of management on spatial and temporal soil quality changes necessitates a comprehensive approach that can combine soil property data into a credible soil quality index. Thus, a field study was conducted to demonstrate an application of meta-analytic methods to integrate and quantitatively describe the effects of management practices on key soil physical and chemical properties which influence soil quality. Soil samples were obtained during spring 2012 from 5 sites within Ohio, USA, at a similar landscape position under conventional tillage (CT), no-till (NT), and natural vegetation (NV) land uses. Soil samples from 0-10, 10-20, 20-40, and 40-60 cm depths were analyzed for determination of total soil organic carbon (SOC) concentration, bulk density (rho(b)), available water capacity (AWC), electrical conductivity (EC), and pH. These data were compared using analyses of variance (ANOVA), and the Odds Ratio (OR) from the DerSimonian-Liard (DSL) meta-analysis model. The OR is the ratio of a statistical test being positive relative to being falsely positive. There were significant differences in the soil properties for each site, depth, management, except for AWC and pH which were similar under three land uses and management. The SOC, pH, EC did not vary with site x depth, and management x depth interactions. Soil under CT had a lower OR than that under NT for SOC (0.57), pH (0.81), rho(b) (0.84), and AWC (0.69). However, the OR for EC followed an opposite trend, being higher in soil under CT than NT (1.36). Based on the meta-analyses which provide a systematic comparative assessment within the whole profile, the data support the conclusion that soils under CT are of a relatively lower quality than those under NT because they have lower SOC and AWC, but higher EC. (C) 2014 Elsevier B.V. All rights reserved.",
660,included,Soil carbon sequestration and land use change associated with biofuel production: empirical evidence,"Abstract Soil organic carbon (SOC) change can be a major impact of land use change (LUC) associated with biofuel feedstock production. By collecting and analyzing data from worldwide field observations of major LUCs from cropland, grassland, and forest to lands producing biofuel crops (i.e. corn, switchgrass, Miscanthus, poplar, and willow), we were able to estimate SOC response ratios and sequestration rates and evaluate the effects of soil depth and time scale on SOC change. Both the amount and rate of SOC change were highly dependent on the specific land transition. Irrespective of soil depth or time horizon, cropland conversions resulted in an overall SOC gain of 6–14% relative to initial SOC level, while conversion from grassland or forest to corn (without residue removal) or poplar caused significant carbon loss (9–35%). No significant SOC changes were observed in land converted from grasslands or forests to switchgrass, Miscanthus, or willow. The SOC response ratios were similar in both 0–30 and 0–100 cm soil depths in most cases, suggesting SOC changes in deep soil and that use of top soil only for SOC accounting in biofuel life cycle analysis (LCA) might underestimate total SOC changes. Soil carbon sequestration rates varied greatly among studies and land transition types. Generally, the rates of SOC change tended to be the greatest during the 10 years following land conversion and had declined to approach 0 within about 20 years for most LUCs. Observed trends in SOC change were generally consistent with previous reports. Soil depth and duration of study significantly influence SOC change rates and so should be considered in carbon emission accounting in biofuel LCA. High uncertainty remains for many perennial systems and forest transitions, additional field trials, and modeling efforts are needed to draw conclusions about the site- and system-specific rates and direction of change.",corn; cropland; emission factor; forest; grassland; life cycle analysis; Miscanthus; poplar; switchgrass; willow
661,included,A global synthesis reveals more response sensitivity of soil carbon flux than pool to warming,"Purpose Climate change continues to garner attention in the public sphere. Most recognize its potential to affect global carbon (C) dynamics in the biosphere. Many posit that global warming promotes the decomposition of soil organic C (SOC) and increases soil C release. However, it remains unclear how soil C dynamics respond to different influencing factors (e.g., warming method, magnitude/duration, mean annual temperature (MAT) and precipitation (MAP)) across ecosystems on a global scale. Materials and methods Here, we performed a meta-analysis to identify the general global patterns of how warming impacts soil C dynamics. Results and discussion Across all terrestrial ecosystems, warming reduced SOC by 4.96% and stimulated soil microbial biomass C (MBC), soil respiration (SR), and heterotrophic respiration (HR) by 6.30, 14.56, and 8.42%, respectively. Warming affected soil C pools in grasslands and soil C fluxes in forests. The changes in SOC did not correlate to warming magnitude/duration or climate factors (MAT and MAP). However, changes in both MBC and SR did correlate to warming magnitude/duration and MAT. The changes in HR showed a quadratic response to warming magnitude and a linear response to MAP. Open-top chamber method can effectively affect soil C pools. SR proved to be more sensitive than HR to most warming methods. Conclusions Our results showed that soil C release exhibited more sensitivity to warming magnitude/duration or MAT/MAP than did net soil C sequestration. These results indicate that warming induces accelerated transition of soils from C sink to C source. Furthermore, they show the potential for global warming effects to exacerbate the positive feedback loop in terrestrial ecosystems. However, the declining rates-of-change in SR and HR under high magnitude warming may mitigate the positive feedback. Our analyses can improve the predictions of feedback between atmospheric and soil C pools.",Carbon cycle; Global warming; Soil carbon pools; Soil carbon fluxes; Terrestrial ecosystems
662,excluded,More haste less speed: a meta-analysis of thinking latencies during planning in people with psychosis,"Cognitive impairment is a core feature of psychosis, with slowed processing speed thought to be a prominent impairment in schizophrenia and first-episode psychosis. However, findings from the Stockings of Cambridge (SOC) planning task suggest changes in processing speed associated with the illness may include faster responses in early stages of planning, though findings are inconsistent. This review uses meta-analytic methods to assess thinking times in psychosis across the available literature. Studies were identified by searching PubMed, Web of Science and Google Scholar. Eligibility criteria: 1) included a sample of people with non-affective psychosis according to DSM III, DSM IV, DSM V or ICD-10 criteria; 2) employed the SOC task; 3) included a healthy control group; and 4) published in English. We identified 11 studies that employed the SOC task. Results show that people with psychosis have significantly faster initial thinking times than non-clinical participants, but significantly slower subsequent thinking times during problem execution. These findings indicate that differences in processing speed are not limited to slower responses in people with psychosis but may reflect a preference for step-by-step processing rather than planning before task execution. We suggest this style of responding is adopted to compensate for working memory impairment.","Schizophrenia; Cognition; Executive function; Processing speed, CANTAB"
663,excluded,Impact of agricultural management on bacterial laccase-encoding genes with possible implications for soil carbon storage in semi-arid mediterranean olive farming,"Background: In this work, we aimed to gain insights into the contribution of soil bacteria to carbon sequestration in Mediterranean habitats. In particular, we aimed to use bacterial laccase-encoding genes as molecular markers for soil organic C cycling. Using rainfed olive farming as an experimental model, we determined the stability and accumulation levels of humic substances and applied these data to bacterial laccase-encoding gene expression and diversity in soils under four different agricultural management systems (bare soils under tillage/no tillage and vegetation cover under chemical/mechanical management). Materials and Methods: Humic C (>10(4) Da) was subjected to isoelectric focusing. The GC-MS method was used to analyze aromatic hydrocarbons. Real-Time PCR quantification and denaturing gradient gel electrophoresis (DGGE) for functional bacterial laccase-like multicopper oxidase (LMCO)-encoding genes and transcripts were also carried out. Results: Soils under spontaneous vegetation, eliminated in springtime using mechanical methods for more than 30 years, showed the highest humic acid levels as well as the largest bacterial population rich in laccase genes and transcripts. The structure of the bacterial community based on LMCO genes also pointed to phylogenetic differences between these soils due to the impact of different management systems. Soils where herbicides were used to eliminate spontaneous vegetation once a year and those where pre-emergence herbicides resulted in bare soils clustered together for DNA-based DGGE analysis, which indicated a certain amount of microbial selection due to the application of herbicides. When LMCO-encoding gene expression was studied, soils where cover vegetation was managed either with herbicides or with mechanical methods showed less than 10% similarity, suggesting that the type of weed management strategy used can impact weed community composition and consequently laccase substrates derived from vegetation decay. Conclusions: We suggest that the low humic acid content retrieved in the herbicide-treated soils was mainly related to the type (due to vegetal cover specialization) and smaller quantity (due to lower vegetal biomass levels) of phenolic substrates for laccase enzymes involved in humification processes. We also found that spontaneous vegetal cover managed using mechanical methods could be the best option for achieving C stabilization in rainfed Mediterranean",C sequestration; Cover crops; Olive farming; Litter decomposition; Bacterial laccase; Humic acids
664,included,Agroforestry boosts soil health in the humid and sub-humid tropics: A meta-analysis,"Agroforestry has been increasingly recognized as a key example of agroecological praxis contributing to the sustainable intensification of food production while providing a number of additional benefits to society. However, a quantitative synthesis of the impact of agroforestry on soil health and associated ecosystem services in the humid and sub-humid tropics is still lacking. The objective of this study was to quantify the contribution of agroforestry practices to soil-mediated ecosystem services, specifically, regulation of soil erosion, storage of soil organic carbon (SOC) and nitrogen (N), availability of soil N and phosphorus (P) to crops, and alleviation of soil acidity across the humid and sub-humid tropics. The analysis demonstrated that agroforestry can reduce soil erosion rates by 50 % compared to crop monocultures. This finding is supported by higher infiltration rates, lower runoff, higher proportion of soil macroggregates, and greater stability of soil structure under agroforestry. SOC increased by 21 %, N storage increased by 13 %, available N by 46 % and available P by 11 % while soil pH increased by 2% under agroforestry compared to crop monocultures. We conclude that agroforestry can make significant contributions to provision of soil-mediated ecosystem services in the humid and sub-humid tropics.",Agroecology; Indicators; Soil health; Tropical agriculture
665,excluded,Soc sequestration as affected by historic and present management,"In 1978, after > 70 years of continuous management of the long-term fertilization experiment in Bad Lauchstadt, a general change of soil management was implemented for several treatments. Experimental plots which had previously received a high input of organic matter (OM) now received only low OM input and vice versa. The resulting changes of SOC concentrations on different treatments vary from -0.1 to +0.1 g kg(-1) yr(-1). These trends were analyzed in order to explain the observed variations with the mean carbon input together with the quality of the different sources to build up new SOC. The results showed that this quality related carbon flux from fresh organic matter (FOM) into SOC, here defined as ""carbon reproduction flux"" (C-rep), is a useful indicator to explain changes in SOC trends. Moreover, it can be used to predict the amount of FOM carbon input that is needed to achieve a given sequestration rate. The results revealed that carbon sequestration requires less effort on plots that had already higher carbon input rates in the past because the SOC storage, still far from the equilibrium state, had already a positive trend. Therefore, it is important to consider not only SOC stock but also the direction of the current trend when selecting measures that increase SOC to achieve the goal of the ""4%o Initiative: soils for food security and climate"" which was launched during the COP21 conference.",Soil organic carbon; Soil carbon reproduction; SOC trend prediction; Indicator
666,included,No-tillage lessens soil CO2 emissions the most under arid and sandy soil conditions: results from a meta-analysis,"The management of agroecosystems plays a crucial role in the global carbon cycle with soil tillage leading to known organic carbon redistributions within soils and changes in soil CO2 emissions. Yet, discrepancies exist on the impact of tillage on soil CO2 emissions and on the main soil and environmental controls. A meta-analysis was conducted using 46 peer-reviewed publications totaling 174 paired observations comparing CO2 emissions over entire seasons or years from tilled and untilled soils across different climates, crop types and soil conditions with the objective of quantifying tillage impact on CO2 emissions and assessing the main controls. On average, tilled soils emitted 21aEuro-% more CO2 than untilled soils, which corresponded to a significant difference at P < 0.05. The difference increased to 29aEuro-% in sandy soils from arid climates with low soil organic carbon content (SOC(C)aEuro-< aEuro-1aEuro-%) and low soil moisture, but tillage had no impact on CO2 fluxes in clayey soils with high background SOCC (> aEuro-3aEuro-%). Finally, nitrogen fertilization and crop residue management had little effect on the CO2 responses of soils to no-tillage. These results suggest no-tillage is an effective mitigation measure of carbon dioxide losses from dry land soils. They emphasize the importance of including information on soil factors such as texture, aggregate stability and organic carbon content in global models of the carbon cycle.",croplands
667,excluded,Land-cover effects on red soil rehabilitation in China: a meta-analysis,"To reverse the soil degradation problems resulting from overexploitation, ecological soil rehabilitation has already been an important pursuit in ecological and environmental research and applications. Based on journal publications and a meta-analysis approach, this paper investigates the effects, and their spatiotemporal variations, of different land covers on red soil rehabilitation in China. Results indicate that all the land covers used in red soil rehabilitation had been effective in improving degraded red soils but the degrees of effectiveness varied. Soil organic carbon was the most sensitive of the three major soil nutrients considered with regard to land-cover change during ecological rehabilitation. Coniferous and broadleaf mixed forest was detected as the most effective land cover in red soil rehabilitation. Some spatiotemporal trends of land-cover effectiveness on red soil rehabilitation exist in a statistically significant sense. These findings are important for land use and ecological rehabilitation decision-making such as the selection of a soil rehabilitation pathway and the determination of priority areas for ecological rehabilitation.",ecological rehabilitation; land cover; meta-analysis; non-linearity; soil quality; spatiotemporal differentiation
668,excluded,Changes in soil phosphorus pools during prolonged arable cropping in semiarid grasslands,"It is assumed that land-use change has less effect on soil phosphorus (P) than on soil carbon (C) and nitrogen (N). Little is known, however, about the changes in soil P pools during prolonged arable cropping in semiarid grasslands. In this research, we measured changes in phosphorus pools of soil that had been cropped for 0-98 years in the South African Highveld. Hedley sequential extraction was carried out on bulk soil samples and size fractions to quantify inorganic and organic P pools along this temporal gradient. Total P content did not change with prolonged arable cropping, indicating that P removed by crops was compensated for by fertilizer application. The contributions of inorganic P (P-i) to the total P of bulk soil increased from 37 to 63%, with a corresponding decrease in organic P (P-o). After approximately 60 years of cultivation, a steady-state equilibrium was approached in all P fractions, which was characterized overall by smaller P-o and larger Pi contents. These temporal dynamics were controlled mainly by P pools in the sand fraction and by the 0.1 m NaOH pool from the Hedley fractionation. Increases in P-i may reflect inorganic fertilizer applications, whereas losses in P-o were attributed to crop harvest, erosion and mineralization of organic matter. Arable cropping affected both labile and stable P pools after land conversion, indicating that stable P pools were not mere sinks, but also slowly available sources of plant-available P.",
669,included,Impact of tropical land-use change on soil organic carbon stocks - a meta-analysis,"Land-use changes are the second largest source of human-induced greenhouse gas emission, mainly due to deforestation in the tropics and subtropics. CO(2) emissions result from biomass and soil organic carbon (SOC) losses and may be offset with afforestation programs. However, the effect of land-use changes on SOC is poorly quantified due to insufficient data quality (only SOC concentrations and no SOC stocks, shallow sampling depth) and representativeness. In a global meta-analysis, 385 studies on land-use change in the tropics were explored to estimate the SOC stock changes for all major land-use change types. The highest SOC losses were caused by conversion of primary forest into cropland (-25%) and perennial crops (-30%) but forest conversion into grassland also reduced SOC stocks by 12%. Secondary forests stored less SOC than primary forests (-9%) underlining the importance of primary forests for C stores. SOC losses are partly reversible if agricultural land is afforested (+29%) or under cropland fallow (+32%) and with cropland conversion into grassland (+26%). Data on soil bulk density are critical in order to estimate SOC stock changes because (i) the bulk density changes with land-use and needs to be accounted for when calculating SOC stocks and (ii) soil sample mass has to be corrected for bulk density changes in order to compare land-use types on the same basis of soil mass. Without soil mass correction, land-use change effects would have been underestimated by 28%. Land-use change impact on SOC was not restricted to the surface soil, but relative changes were equally high in the subsoil, stressing the importance of sufficiently deep sampling.",afforestation; bulk density; deforestation; land-use change; soil; organic carbon; subsoil; tropics
